anime_id,eng_version,Score,Genres,Episodes,Type,Premiered,Members
33670,Galaxy Racers,,"Action, Adventure, Cars",52,TV,Winter 2006,225
33671,The Configurators,,"Action, Adventure, Mecha",26,TV,,176
33691,The Moonlight and the Glasses,,Fantasy,1,Movie,,170
33703,Chao Shen Youxi,,"Action, Game, Fantasy",25,ONA,,237
33704,AOTU Shijie,,"Action, Adventure, Fantasy, Sci-Fi",32,ONA,,582
33705,Mameshiba the DVD Green Pea-shiba no Kutsujoku,,Comedy,4,OVA,,373
33706,Kwai Boo,,"Sci-Fi, Comedy, Kids",1,Movie,,47
33717,Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars Special,,"Drama, Fantasy, Mystery",1,Special,,239
33723,Mahou Shoujo? Naria☆Girls Nama de Anime wo Tsukuru Sama,,"Comedy, Magic",12,ONA,,526
33727,Neko no Dayan: Fushigi Gekijou,,Kids,30,TV,Fall 2016,242
33736,After School,,School,,ONA,,1140
33737,Megaton-kyuu Musashi,,"Mecha, School",,TV,Summer 2021,1084
33739,Ori-Princess,,"Comedy, Historical, Kids",52,TV,Fall 2011,244
33744,Yahabe,,"Game, Shounen, Supernatural",1,OVA,,224
33753,Ori-Princess 2nd Season,,"Comedy, Historical, Kids",52,TV,Fall 2012,175
33755,Mahjong King,,"Game, Drama",16,ONA,,1437
33756,Hen Xi You,,"Action, Supernatural, Fantasy",20,ONA,,837
33757,Twin Moons,,"Military, Sci-Fi",13,ONA,,545
33760,Shen Ming Zhi Zhou,,"Adventure, Fantasy",12,ONA,,579
33762,Yong Zhe Da Mao Xian,,"Adventure, Fantasy",26,ONA,,516
33763,Yong Zhe Da Mao Xian 2nd Season,,"Adventure, Fantasy",26,ONA,,280
33764,Heroes Don't Bi-Bi,,"Action, Fantasy",13,ONA,,286
33772,Spy Penguin,,"Adventure, Fantasy",43,ONA,,143
33773,Spy Penguin:White Christmas,,"Adventure, Fantasy",1,ONA,,122
33782,Life!,,"Slice of Life, Comedy",2,Special,,415
33787,Usamaru,,Comedy,12,ONA,,186
33789,Peeping Life x Sanyo,,"Slice of Life, Comedy",6,ONA,,277
33792,Feng Shu Zhan Jing 2,,"Adventure, Kids, Mecha",26,TV,Winter 2012,156
33821,"Tokyo Dai Kuushuu: Aoyo, Kaette Koi",,"Historical, Drama",1,OVA,,100
33822,Ten ni Yaka Reru: E ni Yoru Shougen,,"Drama, Historical",1,OVA,,88
33823,Genbaku Dome Monogatari,,"Drama, Historical",1,OVA,,123
33824,Satoukibibatake,,"Drama, Historical",1,OVA,,104
33826,Neko no Kuni no Kenpou,,Historical,1,OVA,,98
33827,Gakushuu Animation Nihon Koku Kenpou,,Historical,1,OVA,,95
33828,Paul Rusch:His Life and Dream,,Historical,1,Movie,,352
33831,Chii-chan no Kageokuri,,"Drama, Historical",1,OVA,,125
33835,PJ Berri no Mogumogu Munyamunya,,Comedy,20,TV,Summer 2016,306
33842,Pukipuki and Poi,,Kids,25,TV,Winter 2012,126
33843,Matsubara-kun: Mackie E no Ouen Message,,Comedy,1,ONA,,154
33849,Nekoronde ID,,Comedy,4,Special,,127
33852,Mekakucity Reload,,"Sci-Fi, Comedy, Super Power, Supernatural, Romance",,,,33044
33854,KoSys! Lite,,"Slice of Life, Comedy",,ONA,,151
33856,"Saitama-ken Zaijuu, Fujiyama Osamu, 33-sai, Mushoku (NEET).: Fujilog Nyuumon-hen",,Comedy,25,ONA,,126
33857,"Saitama-ken Zaijuu, Fujiyama Osamu, 33-sai, Mushoku (NEET).: Fujilog Nyuumon-hen Specials",,Comedy,4,Special,,129
33858,Kissaten Soudou,,Comedy,1,ONA,,158
33860,Saru Kani Gassen (Yokoku),,Historical,1,ONA,,173
33861,Nani no Yaku ni Mo Tatanai Karappona Hanashi,,Comedy,2,ONA,,170
33862,Chichi Kaeru,,Drama,1,ONA,,167
33863,Cakes,,Comedy,1,ONA,,256
33864,Fujilog (ONA),,"Comedy, Music",2,ONA,,154
33867,Kabi Usagi (2016),,Comedy,1,ONA,,241
33870,Kabi Usagi,,Comedy,3,ONA,,161
33875,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu vs. Nakimushi Aidoru!? Nihon Ikkai Dai-Sug,,"Comedy, Police",1,Special,,378
33876,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san to Chyuuken Rakkii Monogatari - Kameari D,,"Comedy, Police",1,Special,,373
33877,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Hashire! Ryoutsu-shiki Chinchin Densha,,"Comedy, Police",1,Special,,426
33878,"Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu no Asakusa Rinyuuaru Daisakusen!! - Aa, Om",,"Comedy, Police",1,Special,,383
33879,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Shiiron Tankentai! Sumidagawa no Chikai - Omoide n,,"Comedy, Police",2,Special,,382
33880,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kuinee! - Choujyou Maguro Taiket,,"Comedy, Police",2,Special,,390
33881,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Washi to Ore!? - Bokura wa Asakusa Shounen Tanteid,,"Comedy, Police",2,Special,,395
33882,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Mezase! Kameari Superstar!! Ryoutsu-shiki Aidoru h,,"Comedy, Police",2,Special,,435
33884,Tokyu Plaza Ginza Open,,Slice of Life,1,Special,,235
33887,Time for Christmas,,Music,1,Music,,183
33888,Omoi Au Christmas 2011,,Fantasy,3,Special,,171
33894,Sensou: Kodomo-tachi no Yuigon,,"Drama, Historical",1,Movie,,87
33895,Kimi Shitteru? Shuto Enjou Anime Tokyo Dai Kuushuu,,"Historical, Drama",1,Movie,,78
33896,Kayoko Sakura no Saku Hi,,"Drama, Historical",1,OVA,,89
33897,Cry for Our Beautiful World,,Drama,1,OVA,,127
33906,Shangri-La (Music),,Music,1,Music,,211
33913,Peeban,,Comedy,6,OVA,,125
33915,Toyama City Stamp Rally:The Search for Hello Kitty!,,Comedy,1,ONA,,306
33916,Wanwanwan Coin,,Comedy,15,ONA,,142
33922,"Taka no Tsume-dan, Toyama",,Comedy,,ONA,,237
33925,Hua Jiang Hu Zhi Bu Liang Ren 2nd Season,,"Adventure, Historical, Drama, Romance, Martial Arts",40,ONA,,593
33927,Meat or Die - Meat 00:Prototype,,"Adventure, Comedy",1,Special,,160
33933,Yasamura Yasashi no Yasashii Sekai,,Comedy,33,TV,Fall 2016,991
33938,Koiwai Junsui Kajuu: Bokura Junsui-hen,,Music,1,Special,,121
33939,Kyoto Gakuen Daigaku,,Slice of Life,3,Special,,193
33940,Best Care Group,,"Slice of Life, Drama",3,ONA,,176
33945,Taka no Tsume x Megane Super,,Samurai,2,ONA,,179
33946,Mikan Seijin Arawaru,,Comedy,58,TV,Summer 2016,294
33958,Robber's Company,,Comedy,6,ONA,,256
33960,Chou Do M na Hentai Mesu-tachi Otokoton Choukyou Itashimasu!,,Hentai,1,OVA,,1708
33978,0-sen Hayato Pilot,,"Military, Historical",1,OVA,,279
33980,Mirai ni Mukete: Bousai wo Kangaeru,,Drama,1,Movie,,240
33982,Ishiyama-dera Digital Engi Emaki,,Historical,1,Special,,150
33986,Elite Banana Banao,,"Slice of Life, Comedy, Parody",9,ONA,,518
33998,Sugar Bunnies: Taisetsu na Tomodachi e...,,Kids,1,Special,,196
33999,Sugar Bunnies Chocolate! Specials,,Kids,2,Special,,192
34000,Sugar Bunnies Fleur Specials,,Kids,2,Special,,180
34005,Bakukyuu Renpatsu! Super B-Daman Specials,,"Adventure, Game",2,Special,,220
34014,The Adventures of the Little Prince,,Adventure,4,Special,,186
34022,Whistle!,,"Sports, School, Shounen",,ONA,,835
34037,Kitakaze no Kureta Table-kake,,"Fantasy, Historical",1,Movie,,142
34038,Umihiko Yamahiko,,"Fantasy, Historical",1,Movie,,236
34078,Ukkari Pénélope (2013),,"Kids, Slice of Life",13,TV,,149
34083,Tansa Quest!,,"Fantasy, School",1,ONA,,253
34091,Norasco Specials,,"Comedy, Slice of Life",6,Special,,130
34092,Norasco (Movie),,"Slice of Life, Comedy",,Movie,,152
34112,Oroka,,Drama,1,Movie,,130
34113,RE:Map,,Drama,1,Movie,,111
34114,Kiraware Mono no Rasu,,"Drama, Fantasy",1,Movie,,83
34115,Hitori de Nayamanaide Issho ni Kangaeyou,,Drama,1,Movie,,179
34116,Inochi,,"Drama, Music, Slice of Life",1,Music,,139
34119,Escalator-jou no Hokou no Kiken-sei,,Drama,1,Special,,131
34122,Minna de Bokumetsu Inshu Unten,,Drama,1,Special,,210
34124,Uobbuchou,,Comedy,1,ONA,,162
34129,Xia Lan,,"Action, Adventure, Historical, Supernatural, Drama, Magic, Martial Arts, Fantasy",156,TV,Winter 2012,426
34151,Landreaall,,"Action, Adventure, Romance, Martial Arts, Fantasy",1,OVA,,1287
34156,PePePePengiin,,Comedy,13,TV,Fall 2016,425
34162,Minikui Ahiru no Ko,,Kids,1,Movie,,129
34163,Tsubuyaki-tai,,Comedy,52,ONA,,149
34164,Tsubuyaki-tai Specials,,Comedy,2,Special,,123
34166,Isobe Isobee Monogatari Jump Festa Special,,"Comedy, Historical, Shounen",3,Special,,1244
34167,Cocolors,,Sci-Fi,1,Movie,,3294
34182,Nikoniko♪Connie-chan,,Kids,5,TV,Spring 2009,108
34183,Nezumi-kun no Kimochi,,Kids,1,OVA,,99
34184,Hikari Sasu Sora e,,"Drama, Kids",1,OVA,,125
34185,Fushou Shita Senro to Tsuki,,Kids,1,OVA,,87
34186,Tsuki to Azarashi,,Kids,1,OVA,,87
34187,Shima no Kuregata no Hanashi,,"Fantasy, Kids",1,OVA,,88
34188,Tomodachi Miitsuketa,,"Fantasy, Kids",1,OVA,,79
34189,Kizu-darake no Ringo,,"Fantasy, Kids",1,OVA,,84
34190,1-ri Botchi no Ookami to 7-hiki no Ko Yagi,,"Fantasy, Kids",1,OVA,,181
34191,Santa-san wa Dai Isogashi,,"Fantasy, Kids",1,OVA,,108
34192,Yot-chan no Fushigina Crayon,,"Fantasy, Kids",1,OVA,,91
34193,Nippon Mukashibanashi: Sannen Netarou,,"Fantasy, Kids",1,OVA,,82
34194,Anime Hachiko Monogatari,,Kids,1,OVA,,166
34198,Kamisama Minarai: Himitsu no Cocotama Movie - Kiseki wo Okose♪ Tepple to Dokidoki Cocotama-kai,,"Kids, Magic, Fantasy",1,Movie,,394
34201,Kuni-chan no Ikka Ranran,,"Slice of Life, Drama",1,Movie,,133
34205,GJ8man,,"Comedy, Super Power",,ONA,,219
34207,Dochamon Junior 2,,"Comedy, Kids",16,TV,Fall 2016,177
34222,Higanjima X,,"Horror, Vampire, Fantasy, Seinen",12,ONA,,715
34224,Doubutsu Mura no Kodomo-tachi,,Slice of Life,1,Movie,,120
34225,Ryuu no Me no Namida,,"Fantasy, Kids",1,OVA,,100
34226,Hana Saki Yama,,Kids,1,OVA,,81
34227,Belle to Kaijuu Ouji,,"Historical, Kids, Fantasy",1,Movie,,158
34233,Kimoshiba,,"Comedy, Horror, Kids, Supernatural",13,TV,Fall 2016,270
34234,Ohayou! Kokekkou-san,,"Comedy, Kids",50,TV,Fall 2016,194
34235,Pittanko! Nekozakana,,"Comedy, Kids",50,TV,Fall 2016,225
34236,Anime-ban Toukaidou Yotsuya Kaidan,,"Historical, Horror, Supernatural",1,Special,,335
34237,Miraijin Go Home,,Sci-Fi,,ONA,,138
34248,Wu Kong Dazhan Er Lang Shen,,"Action, Adventure",1,Movie,,107
34249,Aqua Kids,,"Adventure, Kids",26,TV,Spring 2004,193
34258,Toruru's Adventure,,"Adventure, Fantasy, Sci-Fi",1,Movie,,139
34259,"Chotto Ugoku!? ""Futeneko""",,Comedy,1,OVA,,128
34261,Kai: Geoul Hosu-ui Jeonseol,,"Adventure, Fantasy",1,Movie,,344
34264,Ninja Bear the Animation★,,"Comedy, School",,TV,,355
34276,Starly Girls: Episode Starsia,,"Space, Mecha",12,ONA,,516
34286,KiyaKiya,,"Music, Psychological",1,Music,,205
34307,Ring ni Kakero 1 Pilot,,"Action, Sports, Shounen",1,OVA,,306
34309,Nananin no Ayakashi: Chimi Chimi Mouryou!! Gendai Monogatari,,"Comedy, Supernatural",8,TV,Winter 2017,594
34310,Tamagotchi Movie: Tanpen Himitsu no Otodoke Daisakusen!,,"Cars, Kids",1,Movie,,354
34315,Shimajirou to Niji no Oasis,,Kids,1,Movie,,183
34323,Hi☆sCoool! SeHa Girls Special,,"Comedy, Game, School, Sports",1,Special,,724
34328,Iwaki Meisei Daigaku,,"School, Slice of Life",3,ONA,,202
34336,Glass no Kamen Desu ga to Z Specials,,"Comedy, Parody",2,Special,,273
34340,Hikoichi's Wits,,Historical,1,Movie,,118
34342,"Firewood, Kanta and Granpa",,Drama,1,Movie,,68
34348,Rescue Academia,,"Sci-Fi, Adventure",,TV,,1359
34353,Himitsukessha Taka no Tsume Specials,,"Comedy, Parody, Super Power",4,Special,,203
34354,Himitsukessha Taka no Tsume: Christmas Daisakusen,,"Comedy, Parody, Super Power",1,Special,,218
34355,Cofun Gal no Coffy (TV): Christmas Daisakusen,,"Comedy, Parody",1,Special,,139
34356,Cofun Gal no Coffy (TV) Specials,,"Comedy, Parody",4,Special,,145
34358,Ocha-ken: Hotto Monogatari,,"Kids, Slice of Life",13,TV,Winter 2006,191
34363,Ocha-ken: Ryokutto Monogatari,,"Slice of Life, Kids",13,TV,Fall 2008,179
34369,Himitsukessha Taka no Tsume Countdown Specials,,"Comedy, Parody, Super Power",5,Special,,195
34370,Cofun Gal no Coffy Campus Life Specials,,"Comedy, Parody",5,Special,,140
34371,Taka no Tsume x Ballad Katte ni Senden Movie,,"Comedy, Parody",1,ONA,,204
34372,Cofun Gal no Coffy Campus Life: Intro,,"Comedy, Parody",1,ONA,,162
34373,Himitsukessha Taka no Tsume: Teikyou Kakutoku Daisakusen - Sakusen Kaigi,,"Comedy, Parody",12,Special,,221
34410,Balala the Faries:Over the Rainbow,,"Comedy, Magic, Shoujo",26,TV,Fall 2016,667
34416,Snack World:Lenny the Misanthrope,,"Adventure, Comedy, Fantasy, Kids",1,Movie,,230
34417,SAIGO,,Dementia,1,Movie,,94
34423,Spring has come!,,Music,1,ONA,,159
34424,How Low Sympathy,,Music,1,Music,,116
34425,Rocco chan,,Kids,1,Special,,107
34426,Union Union,,Kids,1,Special,,120
34436,Age of Obscure: Boubaku Jidai,,Dementia,1,Movie,,285
34456,Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season,,"Comedy, Parody, Super Power",24,TV,Winter 2017,466
34458,Ousama to Nightingale,,"Fantasy, Kids",1,Movie,,134
34472,Geki Drive,,"Action, Cars",1,ONA,,229
34476,Platonic Chain: Ansatsu Jikkouchuu,,"Sci-Fi, Slice of Life",1,Special,,248
34486,Star Ocean:Anamnesis,,"Action, Fantasy",,ONA,,487
34488,Gan Gan Ganko-chan,,"Sci-Fi, Comedy, Kids",10,TV,Winter 2017,283
34490,Sushi Azarashi,,Comedy,30,TV,Winter 2001,196
34500,Nanocore SP Lianxi Pian 2015 Xinnian Tebie Ban,,"Comedy, Music",1,Music,,246
34511,Black Cat Detective,,"Action, Adventure, Cars, Comedy, Kids, Police",12,TV,Winter 1992,261
34527,Go-chan.: Moko to Chinjuu no Mori no Nakama-tachi,,"Adventure, Kids",1,Movie,,287
34528,Mukashi Mukashi Momotarou,,"Demons, Fantasy, Historical",1,Movie,,132
34531,Hula Kappa: Owakare-kai (2) Atarashii wo Tomodachi,,Comedy,1,Special,,85
34592,Fushigi Naido,,"Historical, Kids, Fantasy",1,Movie,,141
34600,Nagoya Tetsudou Special Movie,,Slice of Life,1,ONA,,215
34601,Kubbe Gachapin Mukku,,Fantasy,1,ONA,,201
34628,Taka no Tsume x Hello Kitty ga Masaka no Collab!,,Comedy,1,ONA,,195
34629,MiniGARO,,Comedy,2,ONA,,184
34630,MiniGARO Manner Movie,,Comedy,2,Movie,,178
34643,Kokomom,,Kids,26,TV,Fall 2009,136
34651,A Clockwork Truffe,,Fantasy,2,ONA,,168
34652,Mochi Mochi Panda,,Kids,4,ONA,,242
34664,Capsule Hero,,"Sci-Fi, Kids",26,TV,Spring 2016,144
34665,"Kemy & Buka, Chaka",,"Adventure, Kids",156,TV,Winter 2009,127
34666,Kemy,,Kids,52,TV,Winter 2011,125
34667,Kemy Expedition,,"Adventure, Kids",26,TV,Summer 2016,120
34669,Balala the Faries:Over the Rainbow,,"Comedy, Magic, Shoujo",26,TV,Spring 2017,540
34673,Shin Skyers 5 EX,,"Action, Sci-Fi",12,Special,,88
34674,The Crimson Whale,,"Horror, Thriller",1,Movie,,298
34676,Boonies Bears:Sunsational Summer,,"Comedy, Kids",52,TV,,147
34677,Boonie Bears:Autumn Awesomeness,,"Comedy, Kids",52,TV,,139
34683,Hizukuri,,"Adventure, Sci-Fi",1,ONA,,4298
34685,Kekkon Soudan Sho,,Music,1,Music,,140
34688,Owara Nai Chinkonka wo Utaou,,"Supernatural, Drama",4,Special,,158
34689,Owara Nai Chinkonka wo Utaou: Seinen no Uta,,"Supernatural, Drama",1,ONA,,143
34690,Eiyuu ni wa Narenai Bokura Dakara,,School,5,Special,,237
34691,Kyou mo Kyou to te Tape wa Mawaru,,Comedy,1,Special,,131
34692,Umbrella Fighter!,,Slice of Life,4,Special,,139
34693,"Saa, Ketatamashiki Kono Hibi ni",,Slice of Life,4,Special,,113
34694,Kimi to no Tadashii Yakusoku,,Sports,3,Special,,154
34695,Kimi to no Tadashii Yakusoku (2007),,Sports,3,Special,,136
34696,Anata no Katagoshi Chotto Ue,,"Comedy, Supernatural",3,Special,,139
34697,Shinmai,,"Slice of Life, Comedy",4,Special,,122
34698,No Silver Bullets,,"Comedy, Supernatural, School",2,Special,,118
34699,Sukui Agete Kurenai ka,,Slice of Life,1,ONA,,186
34700,Bikkuriman Kids: Theme Fighter Nyander,,"Kids, Parody",4,ONA,,146
34701,Girls★Battle Aloe Megumi,,"Action, Comedy, Kids",24,TV,,126
34704,Hashi no Ue no Ookami,,Kids,1,Movie,,79
34705,Tejina Shi,,"Kids, Magic",1,Movie,,109
34706,Hitori Shika Inai Jibun,,"Historical, Kids",1,Movie,,103
34707,Hoshino-kun no Ni Rui-da,,"Kids, Sports",1,Movie,,104
34708,Kawaijuku Manavis CM,,Slice of Life,1,ONA,,147
34711,Benpiyaku Colace,,Slice of Life,7,ONA,,112
34717,Laughing Moon,,Kids,1,Movie,,92
34718,Laminated Structure,,Dementia,1,Movie,,86
34722,Shiseido HG Super Hard,,Comedy,6,Special,,133
34724,The Man From; The Arrival of the Monarch,,"Comedy, Fantasy",13,ONA,,461
34726,Minna no Okayama-ken,,Slice of Life,10,ONA,,143
34741,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (TV),,"Adventure, Mecha, Police, Sci-Fi",37,TV,Spring 2017,806
34743,The Sparrow with the Slit Tongue,,"Historical, Kids",1,Movie,,151
34744,Kumo no Gakkou,,"Slice of Life, Drama",1,Movie,,140
34746,Fussa City Promotion Animation,,Slice of Life,2,ONA,,382
34755,Kuma no Gakkou: Patissier Jackie to Ohisama no Sweets,,"Comedy, Kids",1,Movie,,196
34756,Fuusen Inu Tinny: Nandaka Fushigi na - Kyouryuu no Kuni,,"Adventure, Kids",1,Movie,,173
34762,Chen-Kuro Gakuen,,"Comedy, Parody, School",3,Movie,,697
34763,Kine-Pass Gekijou,,"Comedy, Parody",3,Movie,,520
34764,Kuro-Nikuru Girls,,"Comedy, Parody, School",3,ONA,,623
34779,Ar:pieL - 6-seosgae-ui Unmyeong,,"Action, Fantasy",11,ONA,,908
34782,Tama-Pawns,,"Comedy, Ecchi, Fantasy",6,ONA,,529
34785,Tamashichi!,,Slice of Life,1,ONA,,242
34790,Shin Biofermin S,,Slice of Life,1,Special,,136
34794,Funny Animal Bus,,"Comedy, Kids",12,TV,Winter 2017,193
34813,Recommend! Godzilland,,"Comedy, Kids",4,OVA,,290
34815,The Little Mermaid,,"Kids, Fantasy",1,Movie,,176
34817,Zo Zo Zo Zombie-kun,,"Comedy, Shounen",2,ONA,,282
34826,Maple Town Monogatari (Movie),,"Slice of Life, Fantasy",1,Movie,,233
34831,Hanitarou Desu.,,"Slice of Life, Comedy",70,TV,Fall 1997,153
34832,Macross (Shin Series),,"Action, Military, Sci-Fi, Music, Space, Romance, Mecha",,TV,,3456
34841,Haruniwa Ie no 3 Nin-me,,"Slice of Life, Comedy, Supernatural",45,TV,Winter 1998,188
34843,Ponkotsu Quest x Monsterz,,"Comedy, Parody, Fantasy",3,ONA,,221
34844,Ponkotsu Quest x Gatchaman Special,,"Comedy, Parody, Fantasy",1,ONA,,374
34845,Ponkotsu Quest Specials,,"Comedy, Parody, Fantasy",,ONA,,233
34847,Ponkotsu Quest: Maou to Haken no Mamono-tachi Specials,,"Comedy, Fantasy, Game, Parody",,Special,,220
34850,Sugar Lump,,"Comedy, Dementia",1,Movie,,109
34851,Notes on Monstropedia,,Dementia,1,Movie,,308
34852,Pikaia!!,,"Slice of Life, Kids, Drama",13,TV,Winter 2017,386
34857,Everyday Affair,,Music,1,Music,,190
34858,Toward Morning,,Music,1,Music,,168
34859,Tick Tock,,Music,1,Music,,142
34860,Dance XX,,Music,1,Music,,189
34861,Palladium: siroPd Motion Collective,,Music,5,Music,,136
34868,Prism Season,,Kids,1,OVA,,117
34871,Sore Ike! Anpanman: Buruburu no Takarasagashi Daibouken!,,"Kids, Fantasy, Comedy",1,Movie,,190
34872,Tapuri Card x Kaijuu Sakaba Kanpai: Kanegon no Shuchou,,Comedy,1,ONA,,244
34877,Kaettekita Dr. Slump: Arale-chan Special,,"Sci-Fi, Comedy, Shounen",1,Special,,365
34891,Buppu na Mainichi,,Comedy,27,TV,Spring 2017,317
34892,Gakuen Senki Muryou Recap,,Adventure,1,Special,,229
34900,Biblia Koshodou no Jiken Techou,,"Mystery, Drama",1,Movie,,3842
34911,Cine Mileage Card x Asa Da yo! Kaishain,,"Music, Comedy",1,Special,,177
34918,Yaiyai Mori no Comic,,"Comedy, Parody",15,ONA,,121
34919,Kekkon wo Iwau Usagi to Tora,,"Comedy, Parody",1,Special,,135
34924,Nenbutsu Monogatari,,Historical,7,OVA,,110
34925,Butten Monogatari,,Historical,12,OVA,,135
34926,Shinran Shounin to Ousha-jou no Higeki,,"Drama, Historical",1,OVA,,142
34927,Rilu Rilu Fairilu: Mahou no Kagami,,"Slice of Life, Magic, Fantasy",51,TV,Spring 2017,1387
34928,Akindo Sei no Little Peso,,"Sci-Fi, Comedy",12,TV,Spring 2017,373
34931,Funi Funi Marshmallow,,Kids,1,ONA,,136
34935,Yowai Robot to 10 no Story Project,,Kids,2,ONA,,131
34936,Sword of Phantasia,,"Game, Music, Fantasy",1,ONA,,280
34946,The Snow Queen,,Fantasy,1,Movie,,220
34949,Puru Pom,,Comedy,9,ONA,,114
34960,Tesapuru dayo! Schedule no Au Hito dake Shuugou!,,Comedy,6,Special,,396
34980,Fin-tan,,Comedy,3,ONA,,266
34985,Shinkalion,,"Kids, Mecha",11,ONA,,474
34990,Unicorn no Kyupi,,"Kids, Fantasy",,TV,Spring 2017,139
35002,Aware! Meisaku-kun: Meiji Saite Oishii Mozzarella,,"Comedy, Parody",1,Special,,207
35003,Tanoshii Saki Uta Animation,,"Kids, Music",1,ONA,,189
35004,"My teacher, Mr. T",,"Slice of Life, School, Seinen",14,ONA,,901
35007,Kamigami no Ki: Xmas Special,,"Comedy, Historical, Supernatural",1,ONA,,191
35008,Midori no Kuni no Otomodachi: Koeda-chan,,"Magic, Fantasy, Shoujo",8,ONA,,202
35011,Delinquent Hamsters,,Comedy,110,ONA,,544
35020,Sekai Jinken Sengen,,Drama,1,OVA,,80
35021,Hashire John,,Drama,1,OVA,,82
35022,Yuuki Aru Hotaru to Tobe Nai Hotaru,,Drama,1,OVA,,103
35023,Jun ga Kureta Inochi,,Drama,1,OVA,,83
35024,Onita's Hat,,"Demons, Drama",1,OVA,,75
35025,"""Eikou Naki Tensai-tachi"" Kara no Monogatari",,Sports,2,TV,Spring 2017,550
35026,Yuukai Tsuresari ni Awanai,,"Kids, Drama",2,OVA,,90
35027,Jibun de Jibun wo Mamoru,,Drama,1,OVA,,80
35030,Shiro to Takeshi,,"Drama, Historical",1,OVA,,89
35031,Aoi Meno Ningyou Monogatari,,"Drama, Historical",1,OVA,,129
35032,Kitty to Mimmy no Atarashii Kasa,,Kids,1,Movie,,131
35033,Sam to Chip no wa Hachamecha Dai Race,,"Cars, Kids",1,OVA,,206
35034,Pokopon no Kitsune-gawa Onsen Henshin Gassen,,"Kids, Supernatural",1,OVA,,119
35035,Sam-chan no Obake Nanka Kowaku Nai,,"Kids, Supernatural",1,OVA,,98
35036,Eddy & Emmy no Initial Ring wa Futari de,,Kids,1,OVA,,163
35037,Pokopon no Satogaeri,,Kids,1,OVA,,100
35038,Eigo de Utatte Asobou,,"Kids, Music",4,Music,,145
35039,Hello Kitty to Miyou: Nihon Mukashibanashi,,"Kids, Fantasy",7,OVA,,167
35040,Minna no Taabou Konnichiwa,,Kids,1,OVA,,95
35041,Uchuu Bouei-tai Taabou no Shinkirou Hoshi wo Sukue!,,"Kids, Sci-Fi",1,OVA,,114
35042,Uchuu Bouei-tai Taabou no Toki no Tomatta Hoshi,,"Kids, Sci-Fi",1,OVA,,110
35047,Mirai e no Tegami: Kono Michi no Tochuu kara,,"Music, Drama",2,ONA,,237
35048,Anime Tengu no Kakuresato,,"Demons, Kids",1,OVA,,122
35049,Minna ga Shitteru: Kokoro Atatamaru Natsukashii  Ohanashi Series,,"Adventure, Fantasy, Historical, Kids, Magic, Romance, Supernatural",20,OVA,,117
35050,Let's sing! Mother Goose,,"Music, Kids, Fantasy",4,Music,,121
35051,Nendjuugyouji Animation Series,,"Adventure, Demons, Fantasy, Historical, Kids, Magic, Supernatural",2,OVA,,87
35052,Kagee Anime Series,,"Historical, Kids, Fantasy",1,OVA,,91
35053,Minwa Anime Series,,"Historical, Kids, Fantasy",1,OVA,,88
35054,Ni wa no Kotori,,Kids,1,OVA,,89
35055,Mametarou Ganbare,,Kids,1,OVA,,89
35056,Tsuki no Mine no Ookami,,Kids,1,OVA,,95
35057,Furidashita Ame,,Kids,1,OVA,,97
35058,Trojan wo Jibun no Te de,,"Historical, Kids",1,OVA,,84
35059,Nobara (OVA),,"Historical, Kids",1,OVA,,111
35060,Nihon no Obake-banashi,,"Horror, Kids",4,OVA,,122
35061,Ohanashi de Te Koi,,"Kids, Fantasy",5,OVA,,88
35070,3-Nen D-Gumi Glass no Kamen: Tobidase! Watashitachi no Victory Road,,"Comedy, Parody, School",1,Movie,,570
35071,Noah's Animal Clinic Medical Book Record,,"Slice of Life, Comedy, Kids",10,ONA,,120
35074,Kaiketsu Zorori Movie: ZZ no Himitsu,,"Adventure, Comedy, Kids",1,Movie,,240
35084,Grimm Douwa Anime Series,,"Fantasy, Kids, Magic",1,OVA,,93
35085,Kyouiku Eiga-sai Jushou Anime Series,,"Drama, Kids",1,OVA,,76
35090,Oyayubi-hime,,"Fantasy, Kids",1,Movie,,103
35091,Hachigatsu Kokonoka Nagasaki,,"Drama, Historical",1,OVA,,86
35092,Kakusenou Gakushuu Animation,,Historical,1,OVA,,71
35093,Saigo no Kuushuu: Kumagaya,,"Drama, Historical",1,OVA,,109
35094,Zou no Hanako,,"Drama, Historical",1,OVA,,147
35095,Hiroshima no Enoki,,"Drama, Historical",1,OVA,,115
35096,Hiroshima no Uta,,"Drama, Historical",1,OVA,,169
35098,San Tarou to Kaguya-hime no Koutsuu Anzen,,"Fantasy, Historical, Kids",1,OVA,,92
